102.000000	10.150088	7.509719	6.017499	9.577884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1645323522.159182	0.000000
102.000000	1.155629	-5.359277	-1.129450	2.288819	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1645323522.159182	0.000000
103.000000	-1.335144	-5.288219	-6.174575	-1.241647	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1645323522.159940	0.000000
103.000000	9.914475	6.066118	6.077337	9.215113	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1645323522.159940	0.000000
104.000000	3.878276	-2.591751	1.035952	7.547118	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1645323522.172298	0.000000
104.000000	-2.288819	-8.489573	-4.005433	1.667995	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1645323522.172298	0.000000
105.000000	3.956814	6.664502	4.461701	6.578484	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1645323522.188001	0.000000
105.000000	6.799138	0.370250	7.865010	12.218253	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1645323522.188001	0.000000
106.000000	0.086018	-2.225240	0.115937	-1.843771	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1645323522.188760	0.000000
106.000000	6.705641	-4.360723	1.510920	8.702747	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1645323522.188760	0.000000
107.000000	4.985287	5.763186	6.705641	10.733513	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1645323522.202331	0.000000
107.000000	0.747980	-9.757399	-2.240200	-1.667995	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1645323522.202331	0.000000
108.000000	0.377730	-0.489927	-0.007480	1.207988	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1645323522.218011	0.000000
108.000000	7.390042	5.205941	8.362416	9.360970	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1645323522.218011	0.000000
109.000000	4.390643	-1.492220	0.115937	5.460254	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1645323522.218746	0.000000
109.000000	-6.245633	-11.021485	-2.528172	-2.655329	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1645323522.218746	0.000000
110.000000	8.224040	3.508026	7.468580	2.692728	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1645323522.232494	0.000000
110.000000	5.007726	-2.322478	5.149842	9.675121	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1645323522.232494	0.000000
111.000000	0.239354	-4.925448	-0.946195	-0.351551	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1645323522.248006	0.000000
111.000000	1.593197	1.271566	5.344317	1.548319	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1645323522.248006	0.000000
112.000000	3.844617	0.433828	7.719154	9.514305	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1645323522.248742	0.000000
112.000000	-0.534806	-5.766926	2.606710	-4.921708	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1645323522.248742	0.000000
113.000000	0.112197	-3.249973	-0.508626	3.257453	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1645323522.262403	0.000000
113.000000	5.258299	-6.200754	8.418515	11.739546	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1645323522.262403	0.000000
